TaxonID,taxon,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,genus,species,subfamily,tribe,subgenus,subtribe
875557,Castianeira longipalpa,Euchelicerata,Arachnida,NA,NA,Araneae,NA,NA,NA,Corinnidae,Castianeira,Castianeira longipalpa,NA,NA,NA,NA
621184,Armadilloidea,Malacostraca,Eumalacostraca,NA,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Armadilloidea,NA,NA,NA,NA,NA,NA,NA
114290,Nitidulidae,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Nitidulidae,NA,NA,NA,NA,NA,NA
150025,Muscidae,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Muscidae,NA,NA,NA,NA,NA,NA
574150,Stenamma,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Stenamma,NA,Myrmicinae,Stenammini,NA,NA
568964,Siphonophorida,Diplopoda,Helminthomorpha,NA,NA,Siphonophorida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114493,Scarabaeidae,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,NA,NA,NA,NA,NA,NA
1117840,Arachnida,Euchelicerata,Arachnida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914213,Holometabola,Insecta,Pterygota,Neoptera,Holometabola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154245,Tetramorium,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Tetramorium,NA,Myrmicinae,Tetramoriini,NA,NA
563885,Myriapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594387,Armadillidium nasatum,Malacostraca,Eumalacostraca,NA,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Armadilloidea,Armadillidiidae,Armadillidium,Armadillidium nasatum,NA,NA,NA,NA
99225,Machilidae,Insecta,Archaeognatha,NA,NA,Archaeognatha,NA,NA,NA,Machilidae,NA,NA,NA,NA,NA,NA
1014189,Vonones sayi,Euchelicerata,Arachnida,NA,NA,Opiliones,Laniatores,Grassatores,Gonyleptoidea,Cosmetidae,Vonones,Vonones sayi,Cosmetinae,NA,NA,NA
887078,Phrurotimpus alarius,Euchelicerata,Arachnida,NA,NA,Araneae,NA,NA,NA,Corinnidae,Phrurotimpus,Phrurotimpus alarius,NA,NA,NA,NA
154310,Sphecidae,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Apoidea,Sphecidae,NA,NA,NA,NA,NA,NA
154419,Spirobolida,Diplopoda,Helminthomorpha,NA,NA,Spirobolida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206377,Philoscia muscorum,Malacostraca,Eumalacostraca,NA,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Oniscoidea,Philosciidae,Philoscia,Philoscia muscorum,NA,NA,NA,NA
93250,Armadillidium vulgare,Malacostraca,Eumalacostraca,NA,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Armadilloidea,Armadillidiidae,Armadillidium,Armadillidium vulgare,NA,NA,NA,NA
146185,Drosophilidae,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Drosophilidae,NA,NA,NA,NA,NA,NA
136824,Dolichopodidae,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Dolichopodidae,NA,NA,NA,NA,NA,NA
575746,Camponotus castaneus,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Camponotus,Camponotus castaneus,Formicinae,Camponotini,NA,NA
154237,Solenopsis,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Solenopsis,NA,Myrmicinae,Solenopsidini,NA,NA
186036,Forficula auricularia,Insecta,Pterygota,Neoptera,Polyneoptera,Dermaptera,Eudermaptera,NA,Forficuloidea,Forficulidae,Forficula,Forficula auricularia,Forficulinae,NA,NA,NA
109602,Scarites,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Scarites,NA,Scaritinae,Scaritini,NA,NA
102460,Carcinophoridae,Insecta,Pterygota,Neoptera,Polyneoptera,Dermaptera,Catadermaptera,NA,Pygidicranoidea,Carcinophoridae,NA,NA,NA,NA,NA,NA
93269,Porcellio scaber,Malacostraca,Eumalacostraca,NA,Peracarida,Isopoda,Oniscidea,Ligiamorpha,Armadilloidea,Porcellionidae,Porcellio,Porcellio scaber,NA,NA,NA,NA
154409,Diplopoda,Diplopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583962,Ponera pennsylvanica,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Ponera,Ponera pennsylvanica,Ponerinae,Ponerini,NA,NA
114328,Corylophidae,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Corylophidae,NA,NA,NA,NA,NA,NA
111436,Chlaenius,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Chlaenius,NA,Harpalinae,Chlaeniini,NA,NA
926453,Phyllophaga,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,Phyllophaga,NA,Melolonthinae,Melolonthini,NA,NA
573831,Ponerinae,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,NA,NA,Ponerinae,NA,NA,NA
130346,Ptecticus,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Stratiomyomorpha,NA,Stratiomyidae,Ptecticus,NA,Sarginae,NA,NA,NA
154420,Spirostreptida,Diplopoda,Helminthomorpha,NA,NA,Spirostreptida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849140,Pirata,Euchelicerata,Arachnida,NA,NA,Araneae,NA,NA,NA,Lycosidae,Pirata,NA,NA,NA,NA,NA
108566,Cyrtomenus,Insecta,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Cydnidae,Cyrtomenus,NA,Cydninae,NA,NA,NA
111751,Galerita bicolor,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Galerita,Galerita bicolor,Harpalinae,Galeritini,Galerita (Progaleritina),NA
118840,Tipulidae,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Tipulomorpha,NA,Tipulidae,NA,NA,NA,NA,NA,NA
1012885,Vonones,Euchelicerata,Arachnida,NA,NA,Opiliones,Laniatores,Grassatores,Gonyleptoidea,Cosmetidae,Vonones,NA,Cosmetinae,NA,NA,NA
117236,Lycaenidae,Insecta,Pterygota,Neoptera,Holometabola,Lepidoptera,NA,NA,Papilionoidea,Lycaenidae,NA,NA,NA,NA,NA,NA
574031,Aphaenogaster,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Aphaenogaster,NA,Myrmicinae,Pheidolini,NA,NA
568965,Callipodida,Diplopoda,Helminthomorpha,NA,NA,Callipodida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109589,Pasimachus,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Pasimachus,NA,Scaritinae,Pasimachini,NA,NA
871532,Oxyopidae,Euchelicerata,Arachnida,NA,NA,Araneae,NA,NA,NA,Oxyopidae,NA,NA,NA,NA,NA,NA
102162,Tetrigidae,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Caelifera,Acrididea,Tetrigoidea,Tetrigidae,NA,NA,NA,NA,NA,NA
NA,Microtonus sericans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Isomira pulla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Isomira sericea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Isomira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Grylloprociphilus imbricator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Horistonotus curiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Lycoptis americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Platydracus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Temnothorax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Ectobiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Brachyponera chinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
