"FoliageArthID","BeatSheetFK","CCGroup","Length","Quantity","PhotoURL","CCNotes","TaxonLevel","Taxon","TotalMass","NumberWeighed","TaxonID"
108003,133040,"beetle",7,1,NA,"Lampyridae","family","Cantharidae",7.1,1,113837
108004,133040,"beetle",5,1,NA,"Elateridae","family","Elateridae",7.8,1,113879
108005,133040,"ant",3,2,NA,NA,"genus","Crematogaster",1.1,2,574052
108006,133041,"beetle",7,1,NA,"Elateridae","family","Elateridae",12.6,1,113879
108007,133041,"beetle",6,1,NA,"Elateridae","family","Elateridae",10.8,1,113879
108008,133041,"beetle",5,1,NA,"Elateridae","family","Elateridae",8.8,1,113879
108014,133045,"fly",6,1,NA,"Leggy, lost","order","Diptera",NA,0,118831
108016,133045,"leafhopper",3,1,NA,"Lost","suborder","Auchenorrhyncha",NA,0,109167
108021,133049,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.8,1,1
108022,133049,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",1.4,1,114383
108023,133049,"beetle",4,1,NA,"Mordellidae, lost","family","Mordellidae",NA,0,114383
108028,133051,"beetle",6,1,NA,"Elateridae","family","Elateridae",11.5,1,113879
108228,133242,"truebugs",5,1,NA,"Lost, Tingidae?","suborder","Tingidae",NA,0,104177
108230,133243,"beetle",2,1,NA,"Mordellidae","family","Mordellidae",1.2,1,114383
108231,133244,"leafhopper",3,2,NA,"Lost 1, nymphs","superfamily","Fulgoroidea",3.4,1,109173
108232,133245,"beetle",6,1,NA,"Elateridae","family","Elateridae",10.8,1,113879
108233,133245,"beetle",7,1,NA,"Elateridae","family","Elateridae",10,1,113879
108239,133248,"beetle",3,1,NA,NA,"family","Chrysomelidae",3.8,1,114509
108240,133248,"beetle",2,2,NA,"larvae","family","Coccinellidae",0.8,2,114329
108241,133248,"other",2,26,NA,"Psocodea","order","Psocodea",4.8,26,998435
108244,133250,"beetle",3,1,NA,NA,"species","Microtonus sericans",1,1,1
108245,133250,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.1,1,1
108246,133250,"other",2,13,NA,"Psocodea","order","Psocodea",3.2,13,998435
108247,133251,"other",2,3,NA,"Psocodea","order","Psocodea",0.7,3,998435
108249,133253,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.9,1,1
108250,133253,"other",2,10,NA,"Psocodea","order","Psocodea",3.6,10,998435
108251,133254,"beetle",5,1,NA,"Curculionidae","family","Curculionidae",6.3,1,114666
108256,133256,"leafhopper",3,1,NA,"Cicadellidae, lost","suborder","Auchenorrhyncha",NA,0,109167
108257,133256,"truebugs",4,1,NA,NA,"family","Miridae",1.4,1,104419
108259,133256,"other",2,14,NA,"Psocodea","order","Psocodea",3.1,14,998435
108260,133257,"truebugs",5,1,NA,"Miridae","family","Miridae",5.8,1,104419
108262,133257,"other",2,10,NA,"Psocodea","order","Psocodea",2.2,10,998435
108271,133259,"other",2,6,NA,"Psocodea","order","Psocodea",1.1,6,998435
108273,133259,"truebugs",2,1,NA,"nymph","family","Miridae",0.3,1,104419
108274,133259,"truebugs",4,1,NA,"Miridae","family","Miridae",4.1,1,104419
108275,133259,"spider",5,1,NA,"Lost","order","Araneae",NA,0,82732
108277,133261,"other",2,9,NA,"Psocodea","order","Psocodea",1.6,9,998435
108278,133261,"truebugs",2,2,NA,"nymphs","family","Miridae",1.9,2,104419
108282,133263,"other",2,8,NA,"Psocodea","order","Psocodea",1.8,8,998435
108283,133263,"beetle",2,1,NA,"Curculionidae","order","Coleoptera",1.5,1,109216
108294,133267,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.7,1,1
108297,133271,"other",7,1,NA,"Neuroptera larva","family","Chrysopidae",3.5,1,115081
108298,133272,"spider",5,1,NA,"Salticidae, black with white spots, lost","family","Salticidae",NA,0,871537
108299,133272,"beetle",4,1,NA,"Elateridae","family","Elateridae",2.8,1,113879
108300,133272,"fly",2,1,NA,NA,"order","Diptera",0.2,1,118831
108302,133273,"grasshopper",2,1,NA,"Had long antennae but broke during capture","family","Gryllidae",0.2,1,102281
108303,133276,"ant",5,1,NA,"Lost","family","Formicidae",NA,0,154193
108304,133276,"moths",5,1,NA,"Lost","order","Lepidoptera",NA,0,117232
108305,133256,"other",4,1,NA,"Trichoptera","order","Trichoptera",NA,1,115095
109154,133681,"beetle",3,1,NA,NA,"species","Microtonus sericans",0.5,1,1
109155,133682,"beetle",2,2,NA,NA,"species","Microtonus sericans",1.1,2,1
109156,133682,"beetle",4,1,NA,NA,"genus","Malthinus",0.6,1,834312
109157,133682,"beetle",7,1,NA,"Elateridae","family","Elateridae",13.4,1,113879
109158,133683,"other",3,1,NA,"Neuroptera larva","family","Hemerobiidae",0.2,1,115080
109159,133684,"grasshopper",3,1,NA,"Oecanthus","genus","Oecanthus",0.2,1,102363
109160,133685,"beetle",4,2,NA,NA,"family","Elateridae",5.3,2,113879
109161,133685,"beetle",6,1,NA,"Elateridae","family","Elateridae",8.5,1,113879
109162,133685,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",0.8,1,114383
109166,133688,"beetle",6,1,NA,NA,"family","Cantharidae",6.4,1,113837
109167,133688,"beetle",7,1,NA,NA,"family","Cantharidae",9.2,1,113837
109171,133691,"grasshopper",3,1,NA,NA,"family","Gryllidae",1.4,1,102281
109172,133692,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.5,1,1
109173,133692,"beetle",5,1,NA,NA,"genus","Isomira",5.4,1,4
109174,133692,"other",2,2,NA,"Psocodea","order","Psocodea",0.5,2,998435
109177,133694,"other",2,3,NA,"Psocodea","order","Psocodea",1,3,998435
109178,133694,"beetle",6,1,NA,"Elateridae","family","Elateridae",11.7,1,113879
109179,133695,"beetle",4,1,NA,"Coccinellidae, larva","order","Coleoptera",2.9,1,109216
109180,133695,"truebugs",3,1,NA,NA,"suborder","Heteroptera",1,1,103358
109181,133695,"other",2,1,NA,"Psocodea","order","Psocodea",0.1,1,998435
109183,133697,"bee",4,1,NA,"Lost","order","Hymenoptera",NA,0,152741
109184,133697,"leafhopper",3,1,NA,"Lost","suborder","Auchenorrhyncha",NA,0,109167
109185,133697,"beetle",7,1,NA,"Elateridae, lost","family","Elateridae",NA,0,113879
109187,133697,"other",2,5,NA,"Psocodea","order","Psocodea",1.5,5,998435
109188,133698,"other",2,7,NA,"Psocodea","order","Psocodea",1.6,7,998435
109189,133698,"unidentified",4,1,NA,"Larva, white velvety on back","order","Coleoptera",5.9,1,109216
109190,133698,"bee",2,1,NA,"Lost","order","Hymenoptera",NA,0,152741
109191,133698,"beetle",2,1,NA,"Staphylinidae","family","Staphylinidae",0.5,1,113265
109192,133699,"other",2,12,NA,"Psocodea","order","Psocodea",3.6,12,998435
109193,133699,"bee",2,1,NA,NA,"family","Eurytomidae",0.4,1,154008
109194,133699,"bee",3,1,NA,"Lost, same as 2mm","order","Hymenoptera",NA,0,152741
109195,133699,"beetle",3,2,NA,NA,"species","Microtonus sericans",2.1,2,1
109201,133701,"beetle",2,1,NA,"Coccinellidae, larva","order","Coleoptera",0.5,1,109216
109202,133701,"beetle",4,1,NA,"Curculionidae","order","Coleoptera",4.9,1,109216
109203,133701,"other",2,1,NA,"Psocodea","order","Psocodea",0,1,998435
109204,133702,"other",2,8,NA,"Psocodea","order","Psocodea",3.4,8,998435
109206,133704,"other",2,8,NA,"Psocodea","order","Psocodea",1.5,8,998435
109207,133706,"truebugs",4,1,NA,"Miridae, lost","family","Miridae",NA,0,104419
109208,133706,"other",2,9,NA,"Psocodea","order","Psocodea",3.3,9,998435
109209,133706,"beetle",2,2,NA,NA,"species","Microtonus sericans",1.7,2,1
109213,133709,"other",2,12,NA,"Psocodea","order","Psocodea",1.6,12,998435
109214,133709,"spider",3,1,NA,"Salticidae","family","Salticidae",1.5,1,871537
109215,133709,"spider",5,1,NA,"Salticidae","family","Salticidae",10.5,1,871537
109216,133709,"beetle",3,2,NA,NA,"family","Chrysomelidae",7.3,2,114509
109224,133713,"beetle",3,1,NA,NA,"species","Microtonus sericans",1.5,1,1
109225,133713,"other",2,2,NA,"Psocodea","order","Psocodea",0.2,2,998435
109233,133716,"beetle",3,1,NA,NA,"species","Microtonus sericans",1.5,1,1
109234,133716,"truebugs",7,2,NA,NA,"subfamily","Emesinae",1.9,2,721722
109235,133716,"other",2,3,NA,"Psocodea","order","Psocodea",0.8,3,998435
109236,133717,"truebugs",6,1,NA,NA,"subfamily","Emesinae",1.2,1,721722
109237,133719,"truebugs",5,1,NA,"Lost","suborder","Heteroptera",NA,0,103358
109238,133719,"grasshopper",2,2,NA,NA,"family","Gryllidae",0.7,2,102281
109239,133719,"leafhopper",2,2,NA,"Lost 1","superfamily","Fulgoroidea",2.6,1,109173
109559,133851,"beetle",2,2,NA,"Mordellidae","family","Mordellidae",1.5,2,114383
109560,133851,"fly",2,1,NA,NA,"family","Chironomidae",0,1,127917
109561,133852,"fly",4,1,NA,NA,"family","Chironomidae",2.1,1,127917
109562,133852,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.9,1,1
109563,133852,"beetle",2,1,NA,"Mordellidae","family","Mordellidae",0.3,1,114383
109564,133852,"ant",2,1,NA,NA,"genus","Crematogaster",0.3,1,574052
109565,133852,"leafhopper",2,1,NA,NA,"suborder","Auchenorrhyncha",0.3,1,109167
109566,133852,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
209566,133852,NA,2,1,NA,NA,"order","Hymenoptera",0.3,1,152741
109567,133853,"beetle",2,1,NA,NA,"family","Melyridae",0.5,1,113869
109569,133854,"grasshopper",3,1,NA,"Gryllidae","family","Gryllidae",2.3,1,102281
109570,133854,"beetle",12,1,NA,"Elateridae","family","Elateridae",65.8,1,113879
109571,133855,"bee",2,1,NA,NA,"family","Braconidae",0,1,152867
109572,133855,"other",2,1,NA,"Collembola","order","Collembola",0.1,1,99237
109573,133855,"other",2,1,NA,"Psocodea","order","Psocodea",0,1,998435
109574,133856,"bee",2,1,NA,NA,"family","Braconidae",0.2,1,152867
109575,133856,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
109576,133857,"truebugs",4,1,NA,NA,"subfamily","Emesinae",0.5,1,721722
109577,133857,"fly",2,1,NA,"Fuzzy wings, lost","family","Psychodidae",NA,0,125351
109578,133858,"ant",3,8,NA,"Crematogaster","genus","Crematogaster",4.5,8,574052
109579,133858,"beetle",5,1,NA,NA,"genus","Isomira",9,1,4
109580,133859,"other",5,1,NA,"Trichoptera","order","Trichoptera",1.8,1,115095
109582,133859,"beetle",3,1,NA,NA,"species","Microtonus sericans",1.1,1,1
109583,133859,"ant",3,1,NA,"Crematogaster","genus","Crematogaster",0.7,1,574052
109584,133860,"beetle",3,1,NA,NA,"family","Melyridae",2.6,1,113869
109585,133860,"other",2,1,NA,"Psocodea","order","Psocodea",0.4,1,998435
109586,133861,"other",2,1,NA,"Psocodea","order","Psocodea",0.1,1,998435
109587,133862,"truebugs",3,1,NA,NA,"family","Miridae",0.8,1,104419
109588,133865,"fly",5,1,NA,"Chironomidae","family","Chironomidae",2,1,127917
109589,133865,"other",2,1,NA,"Psocodea","order","Psocodea",0.5,1,998435
109590,133866,"other",2,3,NA,"Psocodea","order","Psocodea",1.1,3,998435
109591,133866,"fly",2,1,NA,"Fuzzy wings","family","Psychodidae",NA,1,125351
109592,133866,"ant",3,1,NA,NA,"genus","Tapinoma",0.9,1,154243
109593,133867,"ant",3,1,NA,NA,"genus","Tapinoma",0.4,1,154243
109594,133867,"truebugs",3,1,NA,"Corythucha","genus","Corythucha",0.7,1,104215
109595,133868,"other",2,4,NA,"Psocodea","order","Psocodea",2.1,4,998435
109596,133868,"truebugs",2,1,NA,"Corythucha","genus","Corythucha",0.9,1,104215
109598,133869,"spider",4,1,NA,NA,"family","Thomisidae",8.6,1,871543
109599,133870,"grasshopper",2,1,NA,"Gryllidae","family","Gryllidae",0.3,1,102281
109600,133870,"other",2,2,NA,"Psocodea","order","Psocodea",0.4,2,998435
109601,133871,"beetle",2,1,NA,NA,"family","Coccinellidae",1.5,1,114329
109602,133871,"leafhopper",3,1,NA,NA,"suborder","Auchenorrhyncha",0.8,1,109167
109603,133871,"other",2,1,NA,"Psocodea","order","Psocodea",0.1,1,998435
109604,133872,"beetle",3,1,NA,NA,"family","Chrysomelidae",4.7,1,114509
109605,133873,"fly",2,2,NA,"Lost","order","Diptera",NA,0,118831
109824,133979,"other",2,6,NA,"Psocodea","order","Psocodea",1.3,6,998435
109825,133979,"fly",4,1,NA,"Lost","order","Diptera",NA,0,118831
109828,133982,"fly",2,3,NA,"Lost 1","order","Diptera",0.2,2,118831
109829,133982,"grasshopper",2,1,NA,NA,"family","Gryllidae",0.5,1,102281
109830,133982,"other",2,1,NA,"Psocodea","order","Psocodea",0,1,998435
109836,133985,"other",2,2,NA,"Psocodea","order","Psocodea",0.8,2,998435
109845,133991,"beetle",2,1,NA,NA,"family","Coccinellidae",2.1,1,114329
109846,133991,"other",2,4,NA,"Psocodea","order","Psocodea",0.6,4,998435
109847,133992,"other",2,16,NA,"Psocodea","order","Psocodea",4.7,16,998435
109848,133992,"leafhopper",4,2,NA,NA,"family","Cicadellidae",2,2,109171
109849,133992,"beetle",3,1,NA,NA,"species","Microtonus sericans",1.5,1,1
109850,133992,"beetle",2,1,NA,"Mordellidae","family","Mordellidae",1,1,114383
109851,133995,"other",2,14,NA,"Psocodea","order","Psocodea",4.4,14,998435
109852,133995,"leafhopper",3,1,NA,NA,"family","Cicadellidae",1.7,1,109171
109854,133996,"truebugs",3,1,NA,"Miridae","family","Miridae",3.8,1,104419
109855,133996,"truebugs",4,1,NA,"Miridae","family","Miridae",4.9,1,104419
109856,133996,"other",2,6,NA,"Psocodea","order","Psocodea",1.7,6,998435
109865,134001,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.6,1,1
109866,134001,"spider",2,1,NA,NA,"family","Thomisidae",0.6,1,871543
109868,134001,"other",2,5,NA,"Psocodea","order","Psocodea",0.9,5,998435
109885,134007,"other",2,10,NA,"Psocodea","order","Psocodea",NA,10,998435
109886,134007,"truebugs",5,1,NA,"Miridae","family","Miridae",8.2,1,104419
109887,134007,"beetle",5,1,NA,"Coccinellidae","species","Harmonia axyridis",21.4,1,692602
109888,134007,"leafhopper",3,2,NA,NA,"family","Cicadellidae",1.9,2,109171
109889,134007,"leafhopper",4,1,NA,NA,"family","Membracidae",9.3,1,109170
109890,134007,"beetle",3,1,NA,NA,"family","Chrysomelidae",2.8,1,114509
109891,134007,"bee",3,1,NA,NA,"family","Eurytomidae",0.8,1,154008
209892,134007,NA,2,8,NA,NA,"order","Psocodea",1.4,8,998435
109894,134010,"other",2,3,NA,"Psocodea","order","Psocodea",0.8,3,998435
109898,134012,"truebugs",5,1,NA,"Miridae","family","Miridae",4.4,1,104419
109899,134012,"truebugs",5,1,NA,NA,"subfamily","Emesinae",1.6,1,721722
109900,134012,"other",2,4,NA,"Psocodea","order","Psocodea",1.6,4,998435
109901,134012,"leafhopper",3,4,NA,NA,"family","Cicadellidae",5.9,4,109171
109902,134012,"grasshopper",2,1,NA,NA,"family","Gryllidae",0.6,1,102281
109903,134013,"other",2,1,NA,"Psocodea","order","Psocodea",0.3,1,998435
109905,134015,"other",2,2,NA,"Psocodea","order","Psocodea",0.6,2,998435
109927,134032,"beetle",2,1,NA,"Mordellidae","family","Mordellidae",0.6,1,114383
109928,134032,"beetle",4,1,NA,"Elateridae","family","Elateridae",3.2,1,113879
109948,134044,"beetle",3,1,NA,NA,"species","Microtonus sericans",1.1,1,1
109958,134046,"fly",4,1,NA,"Lost","order","Diptera",NA,0,118831
109960,134047,"beetle",6,1,NA,"Cantharidae, lost","family","Cantharidae",NA,0,113837
109965,134052,"beetle",5,1,NA,NA,"genus","Isomira",7.3,1,4
109966,134052,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",1.7,1,114383
110697,134414,"beetle",2,1,NA,"Coccinellidae","family","Coccinellidae",1.5,1,114329
110698,134414,"beetle",2,2,NA,"Mordellidae","family","Mordellidae",2.5,2,114383
110699,134414,"beetle",3,1,NA,NA,"genus","Ptilodactyla",0.9,1,114273
110700,134414,"other",2,1,NA,"Psocodea","order","Psocodea",0,1,998435
110708,134419,"beetle",6,1,NA,"Elateridae","family","Elateridae",10.5,1,113879
110709,134419,"beetle",5,1,NA,NA,"genus","Isomira",8.7,1,4
110710,134419,"beetle",4,1,NA,"Mordellidae","family","Mordellidae",3.4,1,114383
110711,134419,"other",2,1,NA,"Psocodea","order","Psocodea",0.1,1,998435
110714,134422,"bee",3,1,NA,"Lost","order","Hymenoptera",NA,0,152741
110715,134422,"truebugs",7,1,NA,NA,"subfamily","Emesinae",0.7,1,721722
110716,134422,"beetle",3,2,NA,"Mordellidae","family","Mordellidae",7.5,2,114383
110717,134422,"beetle",2,1,NA,"Mordellidae","family","Mordellidae",1.2,1,114383
110718,134422,"other",2,1,NA,"Psocodea","order","Psocodea",0.4,1,998435
110719,134425,"beetle",3,1,NA,NA,"family","Chrysomelidae",2.9,1,114509
110730,134432,"beetle",3,2,NA,"Twice stabbed lady beetles","species","Chilocorus stigma",11.6,2,114345
110731,134432,"ant",3,1,NA,"Crematogaster","genus","Crematogaster",0.8,1,574052
110732,134432,"beetle",3,1,NA,"Mordellidae, lost","family","Mordellidae",NA,0,114383
110749,134435,"beetle",4,1,NA,"Mordellidae","family","Mordellidae",3.7,1,114383
110750,134437,"beetle",6,1,NA,"Elateridae","family","Elateridae",9.9,1,113879
110756,134447,"beetle",3,1,NA,"Coccinellidae","family","Coccinellidae",0.6,1,114329
110757,134447,"truebugs",3,1,NA,NA,"family","Miridae",1,1,104419
110767,134455,"beetle",6,1,NA,"Elateridae","family","Elateridae",8.5,1,113879
110768,134455,"leafhopper",2,1,NA,NA,"family","Cicadellidae",0.7,1,109171
110769,134456,"truebugs",3,1,NA,NA,"family","Miridae",1.2,1,104419
110773,134459,"beetle",7,1,NA,"Coccinellidae","species","Harmonia axyridis",63.2,1,692602
110774,134459,"beetle",5,1,NA,NA,"family","Curculionidae",7.9,1,114666
110775,134459,"other",2,3,NA,"Psocodea","order","Psocodea",0.4,3,998435
110783,134463,"truebugs",3,2,NA,"Corythucha","genus","Corythucha",1.8,2,104215
110797,134472,"beetle",7,1,NA,"Coccinellidae, larva","family","Coccinellidae",6.1,1,114329
110811,134477,"beetle",7,1,NA,"Coccinellidae, larva","family","Coccinellidae",6.7,1,114329
110819,134482,"leafhopper",11,1,NA,NA,"family","Membracidae",63,1,109170
110820,134482,"other",2,1,NA,"Psocodea","order","Psocodea",0.6,1,998435
110839,134491,"beetle",3,2,NA,NA,"family","Chrysomelidae",9.4,2,114509
110840,134491,"truebugs",2,1,NA,NA,"family","Miridae",0.6,1,104419
110841,134491,"truebugs",3,1,NA,"nymph","family","Miridae",1.8,1,104419
110842,134491,"other",2,3,NA,"Psocodea","order","Psocodea",0.4,3,998435
110863,134500,"beetle",5,1,NA,NA,"family","Curculionidae",5.7,1,114666
110864,134500,"fly",2,1,NA,NA,"suborder","Nematocera",0.2,1,118832
110865,134500,"bee",2,1,NA,"Lost","order","Hymenoptera",NA,0,152741
110979,134564,"beetle",4,1,NA,"Mordellidae","family","Mordellidae",2,1,114383
110981,134564,"other",3,2,NA,"Collembola","order","Collembola",1.2,2,99237
110983,134565,"other",3,2,NA,"Collembola","order","Collembola",0.9,2,99237
110985,134566,"beetle",4,1,NA,"Lost","order","Coleoptera",NA,0,109216
110986,134566,"other",2,1,NA,"Collembola","order","Collembola",0.4,1,99237
110987,134566,"other",3,1,NA,"Collembola","order","Collembola",0.7,1,99237
110989,134567,"other",3,1,NA,"Collembola, lost","order","Collembola",NA,0,99237
110992,134568,"beetle",2,1,NA,NA,"species","Microtonus sericans",1.9,1,1
110994,134568,"ant",3,1,NA,"Crematogaster","genus","Crematogaster",0.9,1,574052
110995,134568,"other",4,2,NA,"Collembola, lost 1","order","Collembola",1,1,99237
110997,134568,"other",2,3,NA,"Collembola, lost 1","order","Collembola",0.7,2,99237
111001,134573,"aphid",2,1,NA,"Aphididae","family","Aphididae",0.9,1,109191
111002,134573,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
111005,134575,"bee",3,1,NA,"Lost","order","Hymenoptera",NA,0,152741
111006,134575,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.5,1,1
111009,134577,"beetle",10,1,NA,"Elateridae","family","Elateridae",43.6,1,113879
111010,134577,"beetle",7,1,NA,"Elateridae","family","Elateridae",11.8,1,113879
111026,134590,"bee",4,1,NA,"Brachonidae/Ichneumonidae","family","Braconidae",0.8,1,152867
111028,134590,"truebugs",2,1,NA,NA,"suborder","Heteroptera",0.3,1,103358
111029,134590,"other",3,2,NA,"Collembola","order","Collembola",0.7,2,99237
111033,134594,"beetle",6,1,NA,"Elateridae","family","Elateridae",8.1,1,113879
111034,134595,"other",2,1,NA,"Larva in case","subfamily","Cryptocephalinae",0.8,1,678807
111036,134596,"beetle",5,1,NA,"Elateridae","family","Elateridae",4.1,1,113879
111039,134597,"ant",3,2,NA,"Crematogaster","genus","Crematogaster",1.5,2,574052
111040,134597,"beetle",5,1,NA,"Elateridae","family","Elateridae",4.2,1,113879
111041,134598,"daddylonglegs",4,1,NA,"Lost","order","Opiliones",NA,0,82753
111047,134602,"other",2,1,NA,"Psocodea","order","Psocodea",0,1,998435
111056,134609,"other",2,3,NA,"Psocodea","order","Psocodea",0.8,3,998435
111057,134610,"other",2,1,NA,"Psocodea","order","Psocodea",0.5,1,998435
111058,134611,"other",2,2,NA,"Psocodea","order","Psocodea",0.6,2,998435
111059,134612,"beetle",3,1,NA,NA,"family","Chrysomelidae",4.9,1,114509
111060,134612,"beetle",3,1,NA,NA,"species","Microtonus sericans",1,1,1
111061,134612,"other",2,3,NA,"Psocodea","order","Psocodea",1,3,998435
111062,134612,"other",2,1,NA,"Neuroptera larva","order","Neuroptera",0,1,114999
111063,134613,"aphid",2,2,NA,"Aphididae","family","Aphididae",0.5,2,109191
111064,134613,"other",2,13,NA,"Psocodea","order","Psocodea",2.9,13,998435
111065,134613,"beetle",3,1,NA,NA,"family","Chrysomelidae",3.8,1,114509
211066,134613,NA,2,1,NA,NA,"genus","Corythucha",0.6,1,104215
111066,134613,"beetle",5,1,NA,"Coccinellidae","species","Harmonia axyridis",36.9,1,692602
111067,134614,"other",2,5,NA,"Psocodea","order","Psocodea",1,5,998435
111068,134615,"beetle",6,1,NA,"Coccinellidae","species","Harmonia axyridis",29.6,1,692602
111069,134615,"other",2,4,NA,"Psocodea, lost 1","order","Psocodea",0.7,3,998435
111070,134616,"beetle",3,2,NA,NA,"family","Chrysomelidae",6.6,2,114509
111071,134616,"aphid",2,2,NA,"Aphididae","family","Aphididae",0.3,2,109191
111072,134616,"other",2,4,NA,"Psocodea","order","Psocodea",0.8,4,998435
111073,134617,"beetle",3,1,NA,NA,"family","Chrysomelidae",2.9,1,114509
111074,134617,"beetle",3,1,NA,NA,"species","Microtonus sericans",2.5,1,1
111075,134617,"other",2,1,NA,"Psocodea","order","Psocodea",0.1,1,998435
111076,134617,"truebugs",2,1,NA,"Corythucha","genus","Corythucha",0.3,1,104215
111077,134617,"other",2,1,NA,"Neuroptera larva","order","Thysanoptera",0,1,103348
111078,134618,"beetle",9,1,NA,"Japanese beetle, lost","species","Popillia japonica",NA,0,928929
111079,134618,"truebugs",2,7,NA,"Corythucha","suborder",NA,4.5,7,NA
111080,134618,"other",2,3,NA,"Psocodea","order","Psocodea",0.5,3,998435
111081,134619,"other",2,3,NA,"Psocodea","order","Psocodea",1.3,3,998435
111082,134619,"ant",3,1,NA,"Crematogaster","family","Formicidae",1,1,154193
111083,134622,"grasshopper",3,1,NA,"Gryllidae","family","Gryllidae",1.8,1,102281
111084,134622,"leafhopper",2,1,NA,"Lost","suborder","Auchenorrhyncha",NA,0,109167
111085,134624,"truebugs",5,1,NA,NA,"subfamily","Emesinae",0.7,1,721722
111086,134624,"other",2,3,NA,"Psocodea","order","Psocodea",1.6,3,998435
111087,134624,"beetle",4,2,NA,"Mordellidae, lost","family","Mordellidae",NA,0,114383
111089,134625,"beetle",2,1,NA,"Coccinellidae","species","Psyllobora vigintimaculata",1,1,692589
111090,134625,"beetle",2,2,NA,"Mordellidae","family","Mordellidae",2.3,2,114383
111091,134625,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",2.5,1,114383
111092,134625,"beetle",4,1,NA,"Mordellidae","family","Mordellidae",4,1,114383
111094,134626,"ant",3,21,NA,"Crematogaster","genus","Crematogaster",13.2,21,574052
111095,134626,"truebugs",4,1,NA,NA,"family","Miridae",0.6,1,104419
111096,134629,"truebugs",2,1,NA,NA,"family","Miridae",0.7,1,104419
111097,134630,"spider",5,1,NA,"Salticidae, ant mimic jumper?","genus","Peckhamia",6.2,1,872750
111098,134630,"beetle",5,2,NA,"Elateridae","family","Elateridae",19.6,2,113879
111099,134630,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",2,1,114383
111101,134631,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",3.1,1,114383
111102,134631,"leafhopper",2,2,NA,"Fluffy white, lost","superfamily","Fulgoroidea",NA,0,109173
111103,134632,"beetle",4,3,NA,"Mordellidae, lost 1","family","Mordellidae",5.6,2,114383
111104,134632,"beetle",3,4,NA,"Mordellidae, lost 1","family","Mordellidae",2.9,3,114383
111105,134632,"beetle",2,2,NA,"Mordellidae","family","Mordellidae",1.5,2,114383
111107,134632,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
111108,134633,"beetle",3,1,NA,"Mordellidae","family","Mordellidae",2.2,1,114383
111109,134633,"beetle",6,1,NA,"Elateridae","family","Elateridae",13.9,1,113879
111110,134633,"other",2,1,NA,"Psocodea","order","Psocodea",0.2,1,998435
111121,134651,"beetle",5,1,NA,NA,"genus","Ptilodactyla",9,1,114273
111123,134651,"beetle",2,1,NA,NA,"subfamily","Scolytinae",1,1,678830
111124,134652,"leafhopper",2,1,NA,"Lost","suborder","Auchenorrhyncha",NA,0,109167
111126,134653,"truebugs",5,1,NA,NA,"family","Reduviidae",3.4,1,107202
111127,134653,"other",2,1,NA,"Collembola","order","Collembola",0.2,1,99237
111128,134654,"beetle",5,1,NA,NA,"family","Ptilodactyla",12.3,1,114273
111129,134656,"beetle",2,1,NA,NA,"subfamily","Scolytinae",1.3,1,678830
111130,134659,"other",2,1,NA,"Psocodea","order","Psocodea",0.3,1,998435
111131,134660,"beetle",11,1,NA,"Elateridae","family","Elateridae",33.9,1,113879
111132,134660,"other",2,1,NA,"Psocodea","order","Psocodea",0.3,1,998435
111133,134660,"other",2,1,NA,"Collembola","order","Collembola",0.1,1,99237
111135,134661,"ant",3,1,NA,"Crematogaster","genus","Crematogaster",0.6,1,574052
111137,134664,"other",2,1,NA,"Collembola, lost","order","Collembola",NA,0,99237
111138,134665,"beetle",6,1,NA,"Elateridae","family","Elateridae",10.2,1,113879
111143,134672,"beetle",7,1,NA,"Elateridae","family","Elateridae",15.2,1,113879
111144,134674,"ant",5,1,NA,"Lost","family","Formicidae",NA,0,154193
111145,134674,"truebugs",7,1,NA,"Lost","suborder","Heteroptera",NA,0,103358
111146,134674,"beetle",4,1,NA,"Mordellidae","family","Mordellidae",4.1,1,114383
111147,134674,"spider",5,1,NA,"Salticidae, black with white dot on back, lost","order","Araneae",NA,0,82732
111148,134674,"leafhopper",2,1,NA,NA,"suborder","Auchenorrhyncha",1.4,1,109167
111154,134676,"beetle",2,1,NA,NA,"species","Microtonus sericans",0.3,1,1
111157,134678,"ant",10,1,NA,"Decapitated but moving when captured","family","Formicidae",20.7,1,154193
111158,134678,"beetle",4,1,NA,NA,"genus","Ptilodactyla",4.1,1,114273
